sample1,,sample2,,sample3,,sample4,,sample5,,sample6,,vzorek1,,vzorek2,,vzorek3,,specimen0,,specimen1,,specimen2,,
626.5044556,0.7440801859,,,,,,,,,,,,,,,,,,,,,930.6011963,0.748467803,
625.9882813,0.7446516752,,,,,,,,,,,,,,,,,,,,,930.404541,0.746530652,
625.5087891,0.7435747385,,,,,,,,,,,,,,,,,,,,,930.2077637,0.7481080294,
624.9923706,0.7459759116,,,,,,,,,,,,,,,,,,,,,930.0111084,0.7444142699,
624.5128174,0.7447837591,,,,,,,,,,,,,,,,,,,,,929.7815552,0.7438447475,
623.9962769,0.7456919551,,,,,,,,,,,,,,,,,,,,,929.5847778,0.7413855195,
623.5166016,0.7450225949,,,,,,,,,,,,,,,,,,,,,929.3880005,0.7450504303,
622.9998779,0.7448609471,,,,,,,,,,,,,,,,,,,,,929.1912842,0.7423503399,
622.4831543,0.7459401488,,,,,,,,,,,,,,,,,,,,,928.9945068,0.7423071861,
622.0032349,0.7471921444,,,,,,,,,,,,,,,,,,,,,928.7976074,0.7385098934,
621.4862671,0.745300889,,,,,,,,,,,,,,,,,,,,,928.600708,0.7406294346,
621.0062866,0.7467679381,,,,,,,,,,,,,,,,,,,,,928.4039307,0.7412503958,
620.4892578,0.7459914684,,,,,,,,,,,,,,,,,,,,,928.2069702,0.7385449409,
620.0090942,0.7468425632,,,,,,,,,,,,,,,,,,,,,928.0100098,0.7405472398,
619.4918213,0.746701777,,,,,,,,,,,,,,,,,,,,,927.7803345,0.734998703,
619.0115967,0.7455282211,,,,,,,,,,,,,,,,,,,,,927.583313,0.7361482382,
618.4942627,0.7468665838,,,,,,,,,,,,,,,,,,,,,927.3863525,0.7336272597,
618.0137939,0.7467007637,,,,,,,,,,,,,,,,,,,,,927.1893921,0.7356645465,
617.4963989,0.746923089,,,,,,,,,,,,,,,,,,,,,926.9924316,0.7384327054,
617.0157471,0.7478530407,,,,,,,,,,,,,,,,,,,,,926.7952881,0.7354749441,
616.49823,0.7465792298,,,,,,,,,,,,,,,,,,,,,926.5982056,0.7337373495,
616.0175171,0.7468808293,,,,,,,,,,,,,,,,,,,,,926.4011841,0.7327277064,
615.4997559,0.7472019196,,,,,,,,,,,,,,,,,,,,,926.2040405,0.7314125299,
614.9819336,0.7471554875,,,,,,,,,,,,,,,,,,,,,926.006958,0.7341120839,
614.5010376,0.7463505864,,,,,,,,,,,,,,,,,,,,,925.8097534,0.7323494554,
613.9830933,0.748924911,,,,,,,,,,,,,,,,,,,,,925.5797729,0.7304913998,
613.5020752,0.7469239235,,,,,,,,,,,,,,,,,,,,,925.3825073,0.7331539989,
612.9840088,0.7480033636,,,,,,,,,,,,,,,,,,,,,925.1853027,0.7291543484,
612.5028076,0.7475163937,,,,,,,,,,,,,,,,,,,,,924.9880371,0.7259147763,
611.9844971,0.7487294674,,,,,,,,,,,,,,,,,,,,,924.7910156,0.729026556,
611.5032959,0.749034524,,,,,,,,,,,,,,,,,,,,,924.5936279,0.7270857692,
610.9849243,0.7464630008,,,,,,,,,,,,,,,,,,,,,924.3964233,0.7280541062,
610.50354,0.7457459569,,,,,,,,,,,,,,,,,,,,,924.1990356,0.7233973742,
609.9849854,0.7430689931,,,,,,,,,,,,,,,,,,,,,924.001709,0.7224901915,
609.503479,0.7460759282,,,,,,,,,,,,,,,,,,,,,923.8043823,0.7250011563,
608.9848022,0.7478239536,,,,,,,,,,,,,,,,,,,,,923.6069946,0.7245700955,
608.5031128,0.7468058467,,,,,,,,,,,,,,,,,,,,,923.409668,0.7264230847,
607.984314,0.7484172583,,,,,,,,,,,,,,,,,,,,,923.1793213,0.725712955,
607.5025635,0.7491956949,,,,,,,,,,,,,,,,,,,,,922.9818115,0.7257586718,
606.9836426,0.7519603968,,,,,,,,,,,,,,,,,,,,,922.7845459,0.72145468,
606.501709,0.7501511574,,,,,,,,,,,,,,,,,,,,,922.5870361,0.7233638167,
605.982666,0.7469094992,,,,,,,,,,,,,,,,,,,,,922.3894653,0.7238110304,
605.5005493,0.7439733744,,,,,,,,,,,,,,,,,,,,,922.1919556,0.7243309617,
605.0184937,0.7466394305,,,,,,,,,,,,,,,,,,,,,921.9943848,0.723383069,
604.4991455,0.7454237938,,,,,,,,,,,,,,,,,,,,,921.796875,0.7222656608,
604.0169067,0.7457205653,,,,,,,,,,,,,,,,,,,,,921.5994263,0.7206018567,
603.4974976,0.7450347543,,,,,,,,,,,,,,,,,,,,,921.4017944,0.7222687006,
603.0151367,0.7466948628,,,,,,,,,,,,,,,,,,,,,921.2041626,0.7202284336,
602.4956055,0.7472093105,,,,,,,,,,,,,,,,,,,,,921.0065308,0.7209177613,
602.0131226,0.7477090955,,,,,,,,,,,,,,,,,,,,,920.8087769,0.7214930654,
601.4934082,0.7502278686,,,,,,,,,,,,,,,,,,,,,920.6112671,0.7190189958,
601.0108032,0.748939693,,,,,,,,,,,,,,,,,,,,,920.3806152,0.7193462253,
600.4910278,0.7494390011,,,,,,,,,,,,,,,,,,,,,920.1829224,0.7188047767,
600.0081787,0.749782145,,,,,,,,,,,,,,,,,,,,,919.9850464,0.7176525593,
599.4882813,0.7505338192,,,,,,,,,,,,,,,,,,,,,919.7873535,0.7207503319,
599.0053711,0.7524712086,,,,,,,,,,,,,,,,,,,,,919.5895996,0.7193081379,
598.4853516,0.7504662275,,,,,,,,,,,,,,,,,,,,,919.3918457,0.7186653018,
598.0023193,0.746525526,,,,,,,,,,,,,,,,,,,,,919.1940308,0.715942502,
597.4820557,0.7468236685,,,,,,,,,,,,,,,,,,,,,918.9962158,0.718555212,
596.9989014,0.7480630875,,,,,,,,,,,,,,,,,,,,,918.7982788,0.7163744569,
596.5157471,0.7462100983,,,,,,,,,,,,,,,,,,,,,918.6003418,0.7178162932,
595.9953003,0.7484095097,,,,,,,,,,,,,,,,,,,,,918.4024658,0.719342649,
595.5119629,0.7490156889,,,,,,,,,,,,,,,,,,,,,918.2047119,0.7188395858,
594.991394,0.7482631207,,,,,,,,,,,,,,,,,,,,,918.0067749,0.7182971239,
594.5079956,0.7469899058,,,,,,,,,,,,,,,,,,,,,917.8087769,0.7160403132,
593.9873047,0.7486554384,,,,,,,,,,,,,,,,,,,,,917.6107178,0.7198346853,
593.5037231,0.7498527765,,,,,,,,,,,,,,,,,,,,,917.3798218,0.7169367075,
592.9828491,0.7492869496,,,,,,,,,,,,,,,,,,,,,917.1818848,0.7197079659,
592.4991455,0.7496215105,,,,,,,,,,,,,,,,,,,,,916.9837646,0.7194262147,
592.0153809,0.7495403886,,,,,,,,,,,,,,,,,,,,,916.7857666,0.719312489,
591.4943848,0.749242723,,,,,,,,,,,,,,,,,,,,,916.5876465,0.7161628008,
591.010437,0.748960495,,,,,,,,,,,,,,,,,,,,,916.3895264,0.714802742,
590.4892578,0.7475317121,,,,,,,,,,,,,,,,,,,,,916.1914673,0.7119725347,
590.0053101,0.748771131,,,,,,,,,,,,,,,,,,,,,915.9933472,0.7103266716,
589.4840088,0.7483314276,,,,,,,,,,,,,,,,,,,,,915.795166,0.7091098428,
588.9998779,0.7488705516,,,,,,,,,,,,,,,,,,,,,915.5969238,0.7089993358,
588.515625,0.7475948334,,,,,,,,,,,,,,,,,,,,,915.3987427,0.7084897161,
587.9941406,0.747140944,,,,,,,,,,,,,,,,,,,,,915.2005005,0.7102147341,
587.5098267,0.7461361289,,,,,,,,,,,,,,,,,,,,,915.0023804,0.7108060122,
586.9881592,0.7477712631,,,,,,,,,,,,,,,,,,,,,914.8041382,0.7110071778,
586.5037231,0.7495527267,,,,,,,,,,,,,,,,,,,,,914.605835,0.7091735005,
585.9819946,0.7483820319,,,,,,,,,,,,,,,,,,,,,914.4075317,0.7108259201,
585.4974365,0.7479499578,,,,,,,,,,,,,,,,,,,,,914.2091064,0.7124627233,
585.0128174,0.7486652136,,,,,,,,,,,,,,,,,,,,,914.0109253,0.7118345499,
584.4908447,0.7487466335,,,,,,,,,,,,,,,,,,,,,913.77948,0.7119045258,
584.0060425,0.7485949397,,,,,,,,,,,,,,,,,,,,,913.5811157,0.7137851715,
583.4840088,0.7497828007,,,,,,,,,,,,,,,,,,,,,913.3826904,0.713308394,
582.9990845,0.7490938902,,,,,,,,,,,,,,,,,,,,,913.1842651,0.7115748525,
582.5141602,0.7495176792,,,,,,,,,,,,,,,,,,,,,912.9858398,0.7122421861,
581.9918823,0.7497714758,,,,,,,,,,,,,,,,,,,,,912.7874756,0.7097314596,
581.5067749,0.7494161129,,,,,,,,,,,,,,,,,,,,,912.5889282,0.7117952704,
580.984375,0.7497719526,,,,,,,,,,,,,,,,,,,,,912.3904419,0.7117329836,
580.4991455,0.7488006353,,,,,,,,,,,,,,,,,,,,,912.1918945,0.7146863937,
580.0140381,0.7490792871,,,,,,,,,,,,,,,,,,,,,911.9932861,0.7165287733,
579.491333,0.7487312555,,,,,,,,,,,,,,,,,,,,,911.7947998,0.7096107006,
579.0059204,0.7490462065,,,,,,,,,,,,,,,,,,,,,911.5963135,0.7132145762,
578.4831543,0.7502913475,,,,,,,,,,,,,,,,,,,,,911.3977051,0.7105386853,
577.9977417,0.7494660616,,,,,,,,,,,,,,,,,,,,,911.1990967,0.7127603889,
577.512207,0.7491986752,,,,,,,,,,,,,,,,,,,,,911.0003662,0.7116932273,
576.9892578,0.7501795292,,,,,,,,,,,,,,,,,,,,,910.8017578,0.7150598168,
576.50354,0.7482247949,,,,,,,,,,,,,,,,,,,,,910.6030884,0.713228941,
576.0178833,0.7491151094,,,,,,,,,,,,,,,,,,,,,910.40448,0.7113667727,
575.4946899,0.7476896048,,,,,,,,,,,,,,,,,,,,,910.2056885,0.7133840919,
575.0088501,0.7479179502,,,,,,,,,,,,,,,,,,,,,910.006958,0.7123709321,
574.4855347,0.7478132248,,,,,,,,,,,,,,,,,,,,,909.8081665,0.7102023959,
573.9996338,0.7490211129,,,,,,,,,,,,,,,,,,,,,909.6094971,0.7141966224,
573.5136108,0.7485343814,,,,,,,,,,,,,,,,,,,,,909.4106445,0.7142022252,
572.9901123,0.7456955314,,,,,,,,,,,,,,,,,,,,,909.1787109,0.7151525617,
572.5039063,0.7463687062,,,,,,,,,,,,,,,,,,,,,908.9799194,0.7115635276,
572.0177612,0.7479253411,,,,,,,,,,,,,,,,,,,,,908.7810059,0.713136673,
571.4941406,0.7474079728,,,,,,,,,,,,,,,,,,,,,908.5820923,0.7130944133,
571.0078125,0.7473155856,,,,,,,,,,,,,,,,,,,,,908.3833008,0.7125191689,
570.4839478,0.7476373911,,,,,,,,,,,,,,,,,,,,,908.1843872,0.7158885598,
569.9975586,0.7486910224,,,,,,,,,,,,,,,,,,,,,907.9854126,0.7156122327,
569.5110474,0.7485360503,,,,,,,,,,,,,,,,,,,,,907.786438,0.7130634189,
568.9870605,0.74929142,,,,,,,,,,,,,,,,,,,,,907.5874023,0.7170180678,
568.5003662,0.7488862276,,,,,,,,,,,,,,,,,,,,,907.3885498,0.7155362368,
568.0137329,0.7495322824,,,,,,,,,,,,,,,,,,,,,907.1895142,0.7135408521,
567.489563,0.7500146031,,,,,,,,,,,,,,,,,,,,,906.9905396,0.7182663679,
567.0027466,0.7456848621,,,,,,,,,,,,,,,,,,,,,906.7914429,0.7157595754,
566.5159302,0.7463437319,,,,,,,,,,,,,,,,,,,,,906.5923462,0.7152548432,
565.9915161,0.7466377616,,,,,,,,,,,,,,,,,,,,,906.3932495,0.7166395783,
565.5045776,0.7454211712,,,,,,,,,,,,,,,,,,,,,906.1941528,0.7153674364,
565.0174561,0.746699214,,,,,,,,,,,,,,,,,,,,,905.9949951,0.7157874703,
564.492981,0.7482676506,,,,,,,,,,,,,,,,,,,,,905.7958984,0.7165811658,
564.0057983,0.7482203245,,,,,,,,,,,,,,,,,,,,,905.5967407,0.7185359001,
563.5186157,0.747939527,,,,,,,,,,,,,,,,,,,,,905.397644,0.7213580608,
562.9938354,0.748759985,,,,,,,,,,,,,,,,,,,,,905.1983643,0.7196378708,
562.5065308,0.7490924001,,,,,,,,,,,,,,,,,,,,,904.9990234,0.7172318101,
561.9816284,0.7490444779,,,,,,,,,,,,,,,,,,,,,904.7997437,0.7170325518,
561.4941406,0.7480647564,,,,,,,,,,,,,,,,,,,,,904.6005859,0.7134478688,
561.0066528,0.7473409176,,,,,,,,,,,,,,,,,,,,,904.4013672,0.7137932777,
560.4815674,0.7488150597,,,,,,,,,,,,,,,,,,,,,904.2020264,0.711779356,
559.9939575,0.7470629215,,,,,,,,,,,,,,,,,,,,,904.0027466,0.710411489,
559.5062866,0.7480385303,,,,,,,,,,,,,,,,,,,,,903.8033447,0.7107314467,
559.0185547,0.7478809953,,,,,,,,,,,,,,,,,,,,,903.6039429,0.7108654976,
558.4932251,0.7473150492,,,,,,,,,,,,,,,,,,,,,903.4046631,0.7124860287,
558.0053711,0.7478095889,,,,,,,,,,,,,,,,,,,,,903.2052002,0.7141871452,
557.517395,0.7486263514,,,,,,,,,,,,,,,,,,,,,903.0057983,0.711443305,
556.9918823,0.74722296,,,,,,,,,,,,,,,,,,,,,902.8063354,0.7144807577,
556.5038452,0.7496696711,,,,,,,,,,,,,,,,,,,,,902.6068726,0.7160590887,
556.0158081,0.75030756,,,,,,,,,,,,,,,,,,,,,902.4072876,0.7155877352,
555.4900513,0.7485861778,,,,,,,,,,,,,,,,,,,,,902.2080078,0.7154443264,
555.0018921,0.7496812344,,,,,,,,,,,,,,,,,,,,,902.0084229,0.7172544599,
554.5136719,0.7501260042,,,,,,,,,,,,,,,,,,,,,901.8088379,0.7156498432,
553.9877319,0.7489832044,,,,,,,,,,,,,,,,,,,,,901.6092529,0.7162556052,
553.4993896,0.7475244403,,,,,,,,,,,,,,,,,,,,,901.4096069,0.7158496976,
553.0109253,0.7477821112,,,,,,,,,,,,,,,,,,,,,901.210144,0.7171673179,
552.4848633,0.7473461032,,,,,,,,,,,,,,,,,,,,,901.010437,0.7170482278,
551.9962769,0.7474139333,,,,,,,,,,,,,,,,,,,,,900.7775879,0.7151395679,
551.5076904,0.7486125827,,,,,,,,,,,,,,,,,,,,,900.5779419,0.7172502875,
550.9815063,0.7494052649,,,,,,,,,,,,,,,,,,,,,900.3781738,0.7159975767,
550.4926758,0.7490168214,,,,,,,,,,,,,,,,,,,,,900.1785889,0.7176266909,
550.0039063,0.7493115664,,,,,,,,,,,,,,,,,,,,,899.9788818,0.7159687281,
549.5150757,0.7508423924,,,,,,,,,,,,,,,,,,,,,899.7791138,0.7150537372,
548.9885864,0.7507694364,,,,,,,,,,,,,,,,,,,,,899.5792847,0.71636343,
548.4995728,0.7509862781,,,,,,,,,,,,,,,,,,,,,899.3795166,0.7178242803,
548.0106201,0.7483541965,,,,,,,,,,,,,,,,,,,,,899.1797485,0.7182839513,
547.4839478,0.7468262911,,,,,,,,,,,,,,,,,,,,,898.9798584,0.7180674076,
546.994751,0.746214211,,,,,,,,,,,,,,,,,,,,,898.7800903,0.7182994485,
546.5056152,0.7477678061,,,,,,,,,,,,,,,,,,,,,898.5802002,0.7153685689,
546.0164185,0.7470078468,,,,,,,,,,,,,,,,,,,,,898.3803711,0.7210039496,
545.4894409,0.7481841445,,,,,,,,,,,,,,,,,,,,,898.1804199,0.7188393474,
545.000061,0.750241816,,,,,,,,,,,,,,,,,,,,,897.9805298,0.7204817533,
544.5106812,0.7516172528,,,,,,,,,,,,,,,,,,,,,897.7805786,0.7190218568,
543.9835205,0.7499421835,,,,,,,,,,,,,,,,,,,,,897.5806885,0.7178209424,
543.4940796,0.7499369979,,,,,,,,,,,,,,,,,,,,,897.3807373,0.7171154618,
543.0044556,0.7514175177,,,,,,,,,,,,,,,,,,,,,897.1806641,0.7183580399,
542.5148315,0.7501243949,,,,,,,,,,,,,,,,,,,,,896.9805908,0.7186583281,
541.9874268,0.7486723065,,,,,,,,,,,,,,,,,,,,,896.7806396,0.7215341926,
541.4977417,0.7428334951,,,,,,,,,,,,,,,,,,,,,896.5805664,0.7225626707,
541.0078735,0.7432996035,,,,,,,,,,,,,,,,,,,,,896.3806152,0.7207739949,
540.5180664,0.7440270185,,,,,,,,,,,,,,,,,,,,,896.180481,0.7224787474,
539.9904785,0.7440484762,,,,,,,,,,,,,,,,,,,,,895.9802856,0.723595798,
539.5004883,0.7454405427,,,,,,,,,,,,,,,,,,,,,895.7802734,0.7224922776,
539.010437,0.7489362359,,,,,,,,,,,,,,,,,,,,,895.5800781,0.722396493,
538.482666,0.7493044734,,,,,,,,,,,,,,,,,,,,,895.3798218,0.7208057046,
537.9925537,0.7514620423,,,,,,,,,,,,,,,,,,,,,895.1797485,0.718057096,
537.5022583,0.7525131106,,,,,,,,,,,,,,,,,,,,,894.9795532,0.7166394591,
537.012085,0.7489686608,,,,,,,,,,,,,,,,,,,,,894.7793579,0.7145283818,
536.4840088,0.7464835644,,,,,,,,,,,,,,,,,,,,,894.5791016,0.7153834701,
535.9936523,0.7478907108,,,,,,,,,,,,,,,,,,,,,894.3787842,0.7164776921,
535.5032959,0.7513153553,,,,,,,,,,,,,,,,,,,,,894.1785278,0.716827929,
535.0127563,0.751445055,,,,,,,,,,,,,,,,,,,,,893.9781494,0.7176662683,
534.4844971,0.7543250322,,,,,,,,,,,,,,,,,,,,,893.7780151,0.7202207446,
533.9938965,0.7521842122,,,,,,,,,,,,,,,,,,,,,893.5775757,0.7184374332,
533.5032349,0.7460610867,,,,,,,,,,,,,,,,,,,,,893.3771973,0.7195604444,
533.0125732,0.7444790006,,,,,,,,,,,,,,,,,,,,,893.1767578,0.7185604572,
532.4840698,0.7470080256,,,,,,,,,,,,,,,,,,,,,893.0097656,0.7209782004,
531.9932861,0.7495826483,,,,,,,,,,,,,,,,,,,,,892.8094482,0.7221037149,
531.5023804,0.7511700988,,,,,,,,,,,,,,,,,,,,,892.6089478,0.7231299281,
531.0114746,0.7529223561,,,,,,,,,,,,,,,,,,,,,892.4084473,0.7189874649,
530.4827271,0.7544334531,,,,,,,,,,,,,,,,,,,,,892.2080688,0.7231485844,
529.9916992,0.7572569847,,,,,,,,,,,,,,,,,,,,,892.0075073,0.7197394967,
529.5006104,0.7545762658,,,,,,,,,,,,,,,,,,,,,891.8070679,0.7201033235,
529.0094604,0.7505315542,,,,,,,,,,,,,,,,,,,,,891.6065063,0.7225064039,
528.5183105,0.7440081835,,,,,,,,,,,,,,,,,,,,,891.4058838,0.7241351008,
527.9892578,0.7463555336,,,,,,,,,,,,,,,,,,,,,891.2053223,0.726657927,
527.4979858,0.7490144968,,,,,,,,,,,,,,,,,,,,,891.0048218,0.7227156162,
527.0065918,0.7521996498,,,,,,,,,,,,,,,,,,,,,890.8042603,0.7221260071,
526.5151978,0.7523956299,,,,,,,,,,,,,,,,,,,,,890.6036377,0.721665442,
525.9859619,0.7514984608,,,,,,,,,,,,,,,,,,,,,890.4028931,0.7216300368,
525.4943848,0.7506852746,,,,,,,,,,,,,,,,,,,,,890.2022095,0.7224000692,
525.0028687,0.7490095496,,,,,,,,,,,,,,,,,,,,,890.0014648,0.7225304842,
524.5111694,0.751812458,,,,,,,,,,,,,,,,,,,,,889.8007202,0.7259426713,
523.9816284,0.7517873645,,,,,,,,,,,,,,,,,,,,,889.6002197,0.7242732644,
523.4899902,0.7547485232,,,,,,,,,,,,,,,,,,,,,889.399353,0.7251888514,
522.9981079,0.7548832297,,,,,,,,,,,,,,,,,,,,,889.1986084,0.7253447175,
522.5062866,0.7547501922,,,,,,,,,,,,,,,,,,,,,888.9978027,0.7243024707,
522.0144653,0.7556777,,,,,,,,,,,,,,,,,,,,,888.796936,0.7275812626,
521.4846191,0.7569867373,,,,,,,,,,,,,,,,,,,,,888.5961914,0.7276111245,
520.9925537,0.7568152547,,,,,,,,,,,,,,,,,,,,,888.3953857,0.7262169719,
520.5004883,0.757750392,,,,,,,,,,,,,,,,,,,,,888.194519,0.7246545553,
520.0084229,0.7592016459,,,,,,,,,,,,,,,,,,,,,887.9935913,0.7265539169,
519.5162964,0.7592716217,,,,,,,,,,,,,,,,,,,,,887.7926636,0.7276688218,
518.986145,0.7559528947,,,,,,,,,,,,,,,,,,,,,887.5918579,0.7285282016,
518.4938965,0.7555535436,,,,,,,,,,,,,,,,,,,,,887.3908691,0.7285969257,
518.0015259,0.756356895,,,,,,,,,,,,,,,,,,,,,887.1899414,0.7272874117,
517.5090942,0.75467062,,,,,,,,,,,,,,,,,,,,,886.9889526,0.730460465,
517.0167236,0.7552336454,,,,,,,,,,,,,,,,,,,,,886.7879028,0.7293947935,
516.4863281,0.7582657337,,,,,,,,,,,,,,,,,,,,,886.5869751,0.7276529074,
515.9938354,0.7587726712,,,,,,,,,,,,,,,,,,,,,886.3859253,0.7289099693,
515.5011597,0.7589210868,,,,,,,,,,,,,,,,,,,,,886.1848145,0.7278348804,
515.008606,0.7587080598,,,,,,,,,,,,,,,,,,,,,885.9837646,0.7321069837,
514.5158081,0.7601855397,,,,,,,,,,,,,,,,,,,,,885.7827759,0.7299720645,
513.9851685,0.7596102953,,,,,,,,,,,,,,,,,,,,,885.581604,0.7306739092,
513.4923706,0.7610142231,,,,,,,,,,,,,,,,,,,,,885.3804932,0.7318496108,
512.9995117,0.762121439,,,,,,,,,,,,,,,,,,,,,885.1792603,0.731439352,
512.5065918,0.7608876824,,,,,,,,,,,,,,,,,,,,,884.9781494,0.7327053547,
512.0136108,0.7603121996,,,,,,,,,,,,,,,,,,,,,884.7769165,0.7340880036,
511.4826965,0.7607837319,,,,,,,,,,,,,,,,,,,,,884.6092529,0.7340849042,
510.9895935,0.7602193356,,,,,,,,,,,,,,,,,,,,,884.40802,0.7357233167,
510.496521,0.7618005872,,,,,,,,,,,,,,,,,,,,,884.2069092,0.7355492115,
510.0032959,0.7616026998,,,,,,,,,,,,,,,,,,,,,884.0055542,0.7349116206,
509.5100403,0.7612611055,,,,,,,,,,,,,,,,,,,,,883.8042603,0.7360504866,
509.0167847,0.7610616088,,,,,,,,,,,,,,,,,,,,,883.6030273,0.7385297418,
508.4854736,0.762334764,,,,,,,,,,,,,,,,,,,,,883.4017334,0.7394294739,
507.9921265,0.7630866766,,,,,,,,,,,,,,,,,,,,,883.2003174,0.7386476994,
507.4985962,0.7630030513,,,,,,,,,,,,,,,,,,,,,882.9989624,0.7417131066,
507.0051575,0.7640281916,,,,,,,,,,,,,,,,,,,,,882.7976685,0.7406209707,
506.5115967,0.7654491663,,,,,,,,,,,,,,,,,,,,,882.5961304,0.7394679785,
506.0180359,0.7657892108,,,,,,,,,,,,,,,,,,,,,882.3948364,0.739497602,
505.4864197,0.7645884752,,,,,,,,,,,,,,,,,,,,,882.1934204,0.7374356389,
504.9926453,0.7650873065,,,,,,,,,,,,,,,,,,,,,881.9918823,0.7355113029,
504.4989014,0.765865922,,,,,,,,,,,,,,,,,,,,,881.7904663,0.7359963655,
504.005127,0.7655656934,,,,,,,,,,,,,,,,,,,,,881.5889282,0.7357724905,
503.5112305,0.7653878331,,,,,,,,,,,,,,,,,,,,,881.3875122,0.7368294597,
503.0172729,0.7665368319,,,,,,,,,,,,,,,,,,,,,881.1859131,0.7356083989,
502.4853516,0.7665972114,,,,,,,,,,,,,,,,,,,,,880.984375,0.7364776134,
501.9913635,0.7686703801,,,,,,,,,,,,,,,,,,,,,880.7827759,0.7359739542,
501.4972839,0.7667707801,,,,,,,,,,,,,,,,,,,,,880.5811768,0.7362126708,
501.0031738,0.7666564584,,,,,,,,,,,,,,,,,,,,,880.3796387,0.7351737022,
500.5090027,0.7678104043,,,,,,,,,,,,,,,,,,,,,880.1780396,0.7371394634,
500.0147095,0.7691882253,,,,,,,,,,,,,,,,,,,,,879.9763184,0.7355467081,
499.4824524,0.7689246535,,,,,,,,,,,,,,,,,,,,,879.8082886,0.7380267382,
498.9881592,0.7687427402,,,,,,,,,,,,,,,,,,,,,879.6065674,0.7389361858,
498.4937439,0.7680740356,,,,,,,,,,,,,,,,,,,,,879.4049683,0.740863502,
497.9993286,0.7692795396,,,,,,,,,,,,,,,,,,,,,879.203186,0.739115119,
497.5048523,0.7682881951,,,,,,,,,,,,,,,,,,,,,879.0014648,0.7397999763,
497.0103149,0.768469274,,,,,,,,,,,,,,,,,,,,,878.7997437,0.7378599644,
496.5157471,0.766946733,,,,,,,,,,,,,,,,,,,,,878.5979004,0.7394258976,
495.9830933,0.7665808797,,,,,,,,,,,,,,,,,,,,,878.3962402,0.7397770882,
495.4883728,0.768466115,,,,,,,,,,,,,,,,,,,,,878.1943359,0.7403024435,
494.9935913,0.7693260908,,,,,,,,,,,,,,,,,,,,,877.9924927,0.7392619848,
494.4988403,0.7711431384,,,,,,,,,,,,,,,,,,,,,877.7905884,0.7434330583,
494.0039673,0.7736301422,,,,,,,,,,,,,,,,,,,,,877.5888062,0.7403918505,
493.5090942,0.7750989795,,,,,,,,,,,,,,,,,,,,,877.3869629,0.742566824,
493.0141602,0.7749755383,,,,,,,,,,,,,,,,,,,,,877.1850586,0.7389474511,
492.4811096,0.7751061916,,,,,,,,,,,,,,,,,,,,,876.9830933,0.7407991886,
491.9860535,0.7713927031,,,,,,,,,,,,,,,,,,,,,876.7810669,0.7402409911,
491.4909973,0.7650213242,,,,,,,,,,,,,,,,,,,,,876.5791016,0.7390899062,
490.9958191,0.7670283318,,,,,,,,,,,,,,,,,,,,,876.3770752,0.7404095531,
490.5006409,0.7686519623,,,,,,,,,,,,,,,,,,,,,876.2088623,0.7416390181,
490.0053711,0.770216167,,,,,,,,,,,,,,,,,,,,,876.0068359,0.7412105799,
489.5101318,0.7727118134,,,,,,,,,,,,,,,,,,,,,875.8048706,0.7418048978,
489.01474,0.7727765441,,,,,,,,,,,,,,,,,,,,,875.6027222,0.7431323528,
488.4812012,0.7739394307,,,,,,,,,,,,,,,,,,,,,875.4007568,0.7416066527,
487.9858093,0.7703660131,,,,,,,,,,,,,,,,,,,,,875.1985474,0.7377685308,
487.4902954,0.7683273554,,,,,,,,,,,,,,,,,,,,,874.99646,0.7428633571,
486.994812,0.7678393722,,,,,,,,,,,,,,,,,,,,,874.7942505,0.7395116687,
486.499176,0.7655349374,,,,,,,,,,,,,,,,,,,,,874.5921631,0.7375990152,
486.00354,0.7678272724,,,,,,,,,,,,,,,,,,,,,874.3900757,0.7417386174,
485.507843,0.772929132,,,,,,,,,,,,,,,,,,,,,874.1878662,0.7372214198,
485.0121155,0.7768375278,,,,,,,,,,,,,,,,,,,,,873.9856567,0.7367973328,
484.5162659,0.7783711553,,,,,,,,,,,,,,,,,,,,,873.7833862,0.7365618944,
483.9822998,0.7749501467,,,,,,,,,,,,,,,,,,,,,873.5810547,0.7385171652,
483.4864197,0.7669397593,,,,,,,,,,,,,,,,,,,,,873.3789673,0.7381337881,
482.990509,0.7625258565,,,,,,,,,,,,,,,,,,,,,873.1766968,0.7347128391,
482.4944763,0.7648339868,,,,,,,,,,,,,,,,,,,,,873.0079956,0.7341851592,
481.9984741,0.766461432,,,,,,,,,,,,,,,,,,,,,872.8056641,0.7384040356,
481.5023193,0.7687726021,,,,,,,,,,,,,,,,,,,,,872.6033936,0.7362989783,
481.0062256,0.7702588439,,,,,,,,,,,,,,,,,,,,,872.401123,0.7400801778,
480.5100098,0.7697879672,,,,,,,,,,,,,,,,,,,,,872.1986084,0.7370294333,
480.0137329,0.7717126012,,,,,,,,,,,,,,,,,,,,,871.9962158,0.7378345132,
479.5175171,0.7730612159,,,,,,,,,,,,,,,,,,,,,871.7938232,0.7358886003,
478.9829712,0.7734115124,,,,,,,,,,,,,,,,,,,,,871.5914307,0.7340270877,
478.4866028,0.7710619569,,,,,,,,,,,,,,,,,,,,,871.3890381,0.733391881,
477.9900818,0.772179842,,,,,,,,,,,,,,,,,,,,,871.1865845,0.7347000837,
477.4936829,0.7728998065,,,,,,,,,,,,,,,,,,,,,870.9840088,0.7359861732,
